T1|1|
T2|3|
T3|5|
T4|2|
T5|4|T3
T6|3|T4,T1
T7|5|T6
T8|5|T6
T9|5|
T10|2|T8,T4
T11|5|T1,T5
T12|2|T1,T11
T13|2|T12
T14|1|T13,T10
T15|3|
T16|1|
T17|1|T1
T18|5|
T19|2|
T20|4|T5
T21|5|T9
T22|5|T15
T23|3|T14,T12
T24|4|T19
T25|1|T7
T26|5|
T27|4|T13,T8
T28|3|T15,T13
T29|4|
T30|2|T18
T31|1|
T32|3|T12,T7
T33|3|T5
T34|5|T11,T2
T35|3|T25,T16
T36|2|T10,T26
T37|4|
T38|3|T31
T39|5|T3
T40|2|
T41|1|T26,T18
T42|5|T13
T43|2|T39
T44|5|
T45|1|T37
T46|1|
T47|2|T40,T41
T48|1|T39,T21
T49|1|T40,T11
T50|2|T32
T51|3|T24,T34
T52|2|T39
T53|5|T17,T8
T54|4|T20,T7
T55|1|
T56|2|T5
T57|2|T44,T56
T58|5|T8
T59|2|T51,T53
T60|3|T59
T61|5|
T62|4|T32
T63|4|
T64|2|T39
T65|4|
T66|4|
T67|3|T65
T68|4|
T69|2|T48
T70|1|T24,T43
T71|5|
T72|3|T11,T14
T73|2|
T74|5|T69
T75|2|T52,T40
T76|4|T30,T17
T77|3|T48
T78|3|
T79|5|T29,T7
T80|2|T65,T27
T81|2|T64
T82|3|T54,T40
T83|4|
T84|4|T39
T85|3|T17,T50
T86|2|
T87|5|T29
T88|3|T47,T58
T89|4|
T90|3|T11,T64
T91|5|T53
T92|4|T24,T27
T93|2|T48
T94|5|T23,T81
T95|1|T18,T74
T96|3|
T97|3|
T98|3|T65,T33
T99|2|T5,T1
T100|2|T57
T101|2|T96,T1
T102|4|
T103|2|T60,T56
T104|3|T64
T105|4|T4
T106|3|T36
T107|4|
T108|4|T93
T109|5|
T110|5|T98
T111|5|T14,T67
T112|1|T63,T77
T113|1|T11,T95
T114|5|
T115|3|T60,T34
T116|4|
T117|4|T31,T103
T118|5|T75
T119|2|T37,T93
T120|1|T84
T121|2|T8,T27
T122|4|T6,T70
T123|3|
T124|5|T60,T63
T125|4|T63,T41
T126|1|
T127|4|
T128|3|T120
T129|4|T95
T130|2|T92,T123
T131|1|T94,T127
T132|4|T45,T115
T133|3|T58,T61
T134|5|T72,T105
T135|2|T88
T136|2|
T137|4|T13,T65
T138|2|
T139|1|T109,T95
T140|5|T120,T10
T141|1|
T142|5|T75,T57
T143|3|
T144|1|
T145|4|
T146|3|T74,T36
T147|5|
T148|4|T81,T8
T149|4|
T150|4|
T151|3|T41,T145
T152|1|T112
T153|1|T142
T154|3|T121,T73
T155|1|
T156|5|T102,T40
T157|3|T54,T72
T158|4|T12,T96
T159|3|
T160|3|T131
T161|2|T160
T162|3|
T163|2|
T164|2|
T165|2|T40,T8
T166|4|T31,T128
T167|2|
T168|3|T67,T151
T169|3|T97,T54
T170|5|T149
T171|1|
T172|5|T46,T4
T173|4|T87,T133
T174|2|T85,T54
T175|2|T112,T37
T176|2|T134,T7
T177|1|
T178|2|T86,T31
T179|1|T33
T180|5|
T181|3|T81,T58
T182|1|T9
T183|5|
T184|4|T78,T140
T185|1|T28
T186|3|
T187|1|T181,T16
T188|4|
T189|1|T139
T190|2|T32
T191|5|T29
T192|3|T51,T163
T193|1|
T194|5|T82,T80
T195|5|T12
T196|2|T123,T156
T197|4|T86
T198|2|
T199|1|
T200|2|
T201|3|T117
T202|3|T172
T203|4|T126,T64
T204|1|
T205|5|T191,T70
T206|1|T199,T67
T207|4|
T208|3|T80
T209|4|
T210|4|T3
T211|4|
T212|2|
T213|1|
T214|5|T48,T166
T215|1|
T216|1|
T217|5|T2,T51
T218|4|T217,T12
T219|1|
T220|3|T101
T221|5|
T222|2|T125
T223|3|
T224|2|T106
T225|5|T183
T226|3|T207
T227|5|
T228|5|T29
T229|4|
T230|3|
T231|5|T32,T93
T232|2|T224
T233|1|T170
T234|1|
T235|5|T206,T35
T236|5|T48
T237|2|T109,T30
T238|4|T128,T233
T239|4|
T240|5|T191,T163
T241|5|T239,T189
T242|1|T147,T186
T243|1|
T244|3|T176
T245|1|T153
T246|5|
T247|1|T107,T63
T248|3|
T249|3|T162,T87
T250|5|
T251|4|T75
T252|4|T228,T28
T253|5|
T254|5|T57,T76
T255|4|T172,T193
T256|3|T22
T257|5|
T258|4|T139
T259|3|
T260|1|T124
T261|1|
T262|4|
T263|5|T145
T264|5|T111
T265|3|T242,T125
T266|1|T139
T267|2|T253
T268|2|T79,T126
T269|2|
T270|4|
T271|5|
T272|4|T194,T228
T273|5|T188,T166
T274|4|T123
T275|2|T180,T72
T276|4|T2,T101
T277|5|
T278|3|
T279|5|T104
T280|4|
T281|3|
T282|4|T101,T266
T283|3|T165
T284|2|
T285|5|T13,T68
T286|4|T268
T287|5|
T288|3|
T289|4|T277
T290|5|T263,T79
T291|2|T105,T53
T292|5|
T293|3|
T294|4|T113,T179
T295|2|T261
T296|4|T255
T297|5|
T298|2|T98
T299|1|T163
T300|1|
T301|1|T233
T302|2|T176
T303|4|T265,T224
T304|5|T276,T247
T305|1|
T306|5|T179,T186
T307|2|
T308|5|
T309|3|T293,T98
T310|4|T128,T202
T311|5|
T312|2|
T313|5|
T314|5|T198
T315|2|
T316|2|
T317|3|T229
T318|4|T118,T56
T319|1|T47
T320|4|
T321|4|T52,T72
T322|1|T60
T323|5|T76,T253
T324|1|
T325|3|T228
T326|4|T273
T327|5|T61,T164
T328|5|T155,T268
T329|5|T59
T330|1|T142
T331|1|T25
T332|5|T172
T333|5|T129,T225
T334|1|
T335|5|
T336|2|T14,T119
T337|3|T112
T338|4|
T339|4|T41,T206
T340|1|
T341|1|T180,T329
T342|4|T194
T343|4|T32,T321
T344|1|T12,T144
T345|5|
T346|5|T278,T72
T347|2|
T348|3|T257,T141
T349|4|T156
T350|2|T233
T351|5|
T352|3|
T353|3|T129,T273
T354|1|T110,T187
T355|3|T9
T356|2|
T357|3|T124
T358|3|
T359|5|T333,T181
T360|2|T82
T361|5|T184
T362|3|T93
T363|5|T125,T93
T364|1|T81
T365|5|T142
T366|1|
T367|5|T151,T44
T368|5|T319
T369|1|
T370|4|T234,T228
T371|5|T97
T372|1|
T373|5|T320,T356
T374|3|T349
T375|1|T80,T42
T376|5|T180,T234
T377|1|T9,T366
T378|5|
T379|5|T29,T97
T380|4|T247
T381|4|T49
T382|5|T206
T383|2|T104,T18
T384|4|T337
T385|1|T67
T386|4|
T387|1|T72,T106
T388|2|T51,T176
T389|4|T294
T390|4|T151
T391|2|
T392|5|T231,T6
T393|1|
T394|3|
T395|4|T345
T396|2|T188,T122
T397|3|T104
T398|3|T300,T16
T399|3|T188,T73
T400|3|T218
T401|5|T161,T59
T402|4|T374
T403|1|T281,T386
T404|2|T356
T405|1|T66,T121
T406|2|T403
T407|4|T247,T111
T408|3|
T409|2|T296,T45
T410|1|
T411|2|T302,T297
T412|5|T117,T84
T413|3|
T414|4|T339,T260
T415|3|T14,T134
T416|2|T226
T417|4|T414
T418|4|
T419|4|T332,T83
T420|2|T382,T408
T421|4|T248,T4
T422|1|T39,T110
T423|4|T80
T424|4|
T425|4|
T426|1|T154
T427|2|T266,T263
T428|1|
T429|3|T137,T294
T430|5|T414,T27
T431|2|T260
T432|1|
T433|3|T130
T434|3|T332
T435|3|
T436|1|T88
T437|1|T430
T438|3|T114,T379
T439|2|T163,T83
T440|4|T96
T441|3|
T442|1|T148,T368
T443|4|T264
T444|1|T48
T445|3|T320
T446|3|T303
T447|3|T136
T448|4|T188
T449|4|T163
T450|2|
T451|4|
T452|5|T172,T48
T453|5|T201
T454|2|
T455|2|T319
T456|4|T71
T457|1|
T458|3|
T459|1|
T460|5|
T461|2|T74,T105
T462|4|
T463|5|T139,T49
T464|1|T304,T397
T465|1|T115
T466|5|T374,T393
T467|2|T75,T341
T468|4|
T469|2|
T470|5|T123
T471|1|
T472|5|
T473|1|T99,T258
T474|3|T228
T475|1|T299
T476|5|T70
T477|2|
T478|4|T429,T357
T479|3|T457
T480|4|
T481|5|
T482|5|T147,T392
T483|3|T172
T484|2|T248
T485|2|T2,T244
T486|1|T403,T383
T487|3|
T488|4|T147
T489|2|T44
T490|3|T153,T48
T491|1|T478
T492|2|
T493|1|T108,T410
T494|1|
T495|1|T447
T496|1|
T497|1|
T498|5|T165
T499|1|
T500|3|T162
T501|5|T484
T502|3|
T503|5|
T504|4|
T505|1|T412,T154
T506|4|
T507|2|T406,T265
T508|2|T44
T509|4|T482
T510|5|T473,T7
T511|3|
T512|3|
T513|5|T138,T149
T514|4|T58
T515|2|T438,T277
T516|5|
T517|3|T386,T288
T518|4|T164
T519|2|T123
T520|2|T164,T80
T521|3|T332
T522|3|T340
T523|3|
T524|1|
T525|5|
T526|3|T119,T304
T527|3|
T528|1|
T529|3|T387
T530|3|T514
T531|4|T392
T532|2|T188
T533|5|T204,T275
T534|1|T407,T234
T535|2|T270,T466
T536|4|
T537|1|
T538|1|T227
T539|1|T435
T540|2|T392,T509
T541|1|
T542|2|T305,T351
T543|4|
T544|2|T198
T545|5|
T546|2|T270,T206
T547|1|
T548|5|
T549|1|
T550|4|
T551|3|T308,T400
T552|5|
T553|5|T256,T91
T554|1|T186
T555|3|T128,T472
T556|2|T446
T557|4|T161
T558|1|T259,T479
T559|1|T158,T121
T560|5|
T561|4|
T562|5|
T563|4|
T564|1|T480
T565|2|T521,T52
T566|5|T415,T22
T567|4|
T568|5|T359,T63
T569|5|
T570|1|
T571|3|T47
T572|3|T502,T43
T573|3|T153,T473
T574|3|
T575|4|
T576|1|T199,T542
T577|1|T256,T434
T578|5|T304,T33
T579|4|T242
T580|3|
T581|5|T105,T270
T582|5|T236,T41
T583|5|
T584|2|
T585|2|
T586|4|T153
T587|1|
T588|1|T267
T589|1|
T590|2|T500,T583
T591|1|T417,T573
T592|5|
T593|1|
T594|1|
T595|5|T239,T520
T596|5|
T597|4|
T598|4|T389,T436
T599|4|T382
T600|5|T560
T601|1|
T602|4|T105,T332
T603|5|T557,T387
T604|1|T176,T131
T605|3|T132
T606|5|
T607|1|
T608|2|T235
T609|4|T263,T238
T610|2|T31
T611|3|
T612|2|T502,T456
T613|2|T363,T544
T614|2|T571
T615|2|T379
T616|5|T294,T100
T617|3|
T618|3|T401
T619|2|T336
T620|1|T593,T456
T621|3|T470
T622|3|T540,T364
T623|1|T509
T624|4|
T625|1|T492,T541
T626|4|T12,T607
T627|4|T508
T628|2|T322
T629|4|T302,T541
T630|2|T475,T125
T631|4|T458,T173
T632|3|T621,T105
T633|2|T21,T339
T634|1|T33,T40
T635|4|T309,T602
T636|4|T538
T637|4|
T638|1|T421
T639|3|T571
T640|4|
T641|5|
T642|1|
T643|1|T562,T295
T644|5|
T645|2|
T646|3|T157
T647|1|
T648|3|T396,T197
T649|3|
T650|2|
T651|2|
T652|5|
T653|4|T151,T641
T654|4|T297
T655|4|T212
T656|2|T131,T295
T657|4|T128
T658|3|T158
T659|2|
T660|4|T638
T661|2|
T662|5|T297
T663|4|
T664|1|T260,T425
T665|4|
T666|5|T483
T667|4|T285,T603
T668|5|T178,T633
T669|2|
T670|5|T278,T152
T671|2|T469
T672|2|
T673|3|
T674|3|T208,T286
T675|4|T231,T56
T676|2|
T677|4|T148
T678|5|T468
T679|2|
T680|1|
T681|4|
T682|1|T61
T683|2|T51,T330
T684|1|T543
T685|2|T508,T552
T686|3|T315,T657
T687|4|T550
T688|3|
T689|2|T426,T588
T690|2|T595
T691|3|
T692|4|
T693|2|T16
T694|4|T22,T281
T695|1|
T696|4|T641
T697|5|
T698|2|
T699|1|
T700|1|T70
T701|5|T475
T702|5|T354
T703|3|
T704|5|T363,T427
T705|3|T409
T706|2|T375
T707|4|T613
T708|3|T109
T709|3|
T710|2|T508
T711|4|
T712|2|
T713|5|T642,T120
T714|5|
T715|2|T505
T716|2|
T717|3|T276
T718|5|
T719|1|T691,T101
T720|2|T497
T721|1|
T722|3|
T723|4|T97
T724|5|T566
T725|4|
T726|1|
T727|5|T33
T728|1|
T729|3|
T730|2|T535,T385
T731|4|T297,T127
T732|1|
T733|1|
T734|5|T73,T489
T735|4|
T736|2|T735
T737|4|T305
T738|2|
T739|2|T327,T524
T740|5|T517
T741|3|T678,T331
T742|5|
T743|5|T680,T722
T744|1|T216
T745|2|T29,T219
T746|1|
T747|3|T648,T411
T748|1|T534
T749|3|
T750|4|
T751|5|
T752|2|
T753|5|
T754|1|T363,T372
T755|5|T480,T324
T756|2|T361,T202
T757|3|T667
T758|1|T667,T754
T759|1|T521
T760|5|
T761|4|
T762|5|
T763|5|
T764|3|T420
T765|1|T320
T766|5|T685
T767|3|
T768|3|T273,T82
T769|2|T398,T277
T770|2|
T771|2|T135,T418
T772|4|T732,T76
T773|1|T469
T774|5|T116
T775|2|T684,T93
T776|3|T649
T777|1|
T778|4|T226
T779|3|
T780|2|
T781|1|T197,T474
T782|4|
T783|1|
T784|2|T7
T785|4|T399,T477
T786|2|
T787|5|T699,T769
T788|1|T517,T561
T789|2|
T790|1|
T791|2|T471,T224
T792|5|T324,T617
T793|5|
T794|3|T114
T795|5|T450
T796|1|T713
T797|1|
T798|3|
T799|5|T294
T800|2|T657
T801|4|T115,T783
T802|5|T637,T670
T803|3|T770,T785
T804|1|
T805|2|T505,T431
T806|5|T82
T807|3|T59,T489
T808|2|
T809|1|T754,T210
T810|1|
T811|5|
T812|4|
T813|1|
T814|4|T411,T736
T815|5|T640
T816|5|T560,T344
T817|2|T805
T818|2|T181
T819|2|T249
T820|4|T327
T821|3|T66
T822|3|T532,T179
T823|1|T673,T758
T824|1|
T825|1|T137
T826|3|
T827|4|T520,T157
T828|1|
T829|3|
T830|3|T109
T831|4|
T832|5|
T833|5|
T834|2|T327
T835|2|
T836|1|T336,T425
T837|4|
T838|5|T130
T839|1|T718,T322
T840|1|T346
T841|3|T357,T380
T842|5|
T843|5|T298,T220
T844|1|
T845|5|
T846|5|T245,T19
T847|4|T440
T848|5|T313,T767
T849|4|T817,T210
T850|3|T213
T851|2|T657,T137
T852|4|T806,T191
T853|2|T599,T151
T854|5|
T855|2|
T856|5|
T857|2|
T858|4|
T859|4|T113,T585
T860|4|
T861|3|T746
T862|2|T526
T863|2|T489
T864|1|T69,T480
T865|3|
T866|3|
T867|1|T432
T868|3|
T869|2|T400,T195
T870|4|T393
T871|5|T395
T872|5|T510
T873|5|T419
T874|1|T722
T875|5|T57,T415
T876|3|T593
T877|1|
T878|5|T515
T879|2|T447,T57
T880|4|T192,T513
T881|2|
T882|3|T810,T347
T883|1|T622
T884|5|T854,T693
T885|3|T109
T886|2|T286
T887|3|T523,T792
T888|3|T751,T5
T889|2|T374,T738
T890|1|
T891|1|
T892|5|
T893|5|
T894|2|T391,T337
T895|5|
T896|5|
T897|3|
T898|4|
T899|5|
T900|5|T240
T901|5|T748
T902|2|T807,T43
T903|3|T540
T904|3|
T905|2|T635,T117
T906|1|T342
T907|4|
T908|4|T522,T263
T909|3|T463
T910|1|T536
T911|5|
T912|4|T224
T913|3|T305,T7
T914|1|T319
T915|3|T610
T916|5|
T917|4|
T918|5|T502
T919|1|T241
T920|2|T228,T515
T921|2|
T922|5|T820,T525
T923|2|
T924|1|T352,T532
T925|2|T584,T326
T926|3|T696
T927|2|
T928|2|T284
T929|5|T628
T930|3|T399,T20
T931|4|T821,T553
T932|5|T343
T933|4|T536,T869
T934|5|T479
T935|1|T37
T936|3|T71,T895
T937|2|
T938|2|
T939|3|
T940|4|T72,T837
T941|5|T523,T897
T942|4|T174,T868
T943|2|T912
T944|1|T645,T925
T945|1|T60,T52
T946|1|T907,T738
T947|3|T197,T293
T948|1|T445
T949|5|
T950|2|T415
T951|5|T440,T456
T952|1|T191
T953|2|T483
T954|5|T421,T775
T955|1|
T956|4|
T957|5|T591
T958|2|T216
T959|5|T424
T960|5|
T961|1|T321
T962|2|T344,T916
T963|5|T270,T242
T964|4|T539,T326
T965|3|
T966|2|
T967|5|
T968|5|T105,T505
T969|5|T155,T793
T970|3|
T971|4|T227,T955
T972|4|T843,T152
T973|3|
T974|5|T210,T757
T975|1|
T976|1|T815,T900
T977|5|T954
T978|4|
T979|2|T908,T623
T980|2|
T981|3|
T982|4|
T983|1|T728
T984|5|T47,T689
T985|1|
T986|4|T943
T987|1|
T988|5|T127,T311
T989|2|T89
T990|3|T391
T991|3|
T992|5|T433
T993|2|T753,T844
T994|1|T501,T874
T995|5|T118
T996|2|T918,T627
T997|4|
T998|3|
T999|4|T640
T1000|1|T754
